station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,daylightminssq
1,2008-08-26 00:00:00,76,61,69.0,-1.0,54,60.0,0.0,4.0,1900-01-01 05:11:00,1900-01-01 18:37:00,0.0,29.29,30.03,7.7,7,8.4,2008,8,26,806.0,3721,5776,4761.0,1.0,3600.0,0.0,16.0,0.0,59.290000000000006,49,70.56,649636.0
1,2008-08-27 00:00:00,83,61,72.0,2.0,56,63.0,0.0,7.0,1900-01-01 05:12:00,1900-01-01 18:35:00,0.0,29.2,29.93,4.6,7,5.9,2008,8,27,803.0,3721,6889,5184.0,4.0,3969.0,0.0,49.0,0.0,21.159999999999997,49,34.81,644809.0
1,2008-08-28 00:00:00,80,63,72.0,2.0,64,67.0,0.0,7.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.06,29.1,29.82,5.7,19,6.7,2008,8,28,801.0,3969,6400,5184.0,4.0,4489.0,0.0,49.0,0.0036,32.49,361,44.89,641601.0
1,2008-08-29 00:00:00,85,64,75.0,5.0,58,65.0,0.0,10.0,1900-01-01 05:14:00,1900-01-01 18:32:00,0.04,29.24,29.93,3.5,35,6.5,2008,8,29,798.0,4096,7225,5625.0,25.0,4225.0,0.0,100.0,0.0016,12.25,1225,42.25,636804.0
1,2008-08-30 00:00:00,87,56,72.0,2.0,55,62.0,0.0,7.0,1900-01-01 05:15:00,1900-01-01 18:31:00,0.0,29.39,30.09,2.6,24,3.8,2008,8,30,796.0,3136,7569,5184.0,4.0,3844.0,0.0,49.0,0.0,6.760000000000001,576,14.44,633616.0
1,2008-08-31 00:00:00,90,60,75.0,6.0,56,64.0,0.0,10.0,1900-01-01 05:16:00,1900-01-01 18:29:00,0.0,29.41,30.13,4.8,13,5.4,2008,8,31,793.0,3600,8100,5625.0,36.0,4096.0,0.0,100.0,0.0,23.04,169,29.160000000000004,628849.0
1,2008-09-01 00:00:00,90,62,76.0,8.0,54,63.0,0.0,11.0,1900-01-01 05:17:00,1900-01-01 18:27:00,0.0,29.37,30.09,7.0,14,7.7,2008,9,1,790.0,3844,8100,5776.0,64.0,3969.0,0.0,121.0,0.0,49.0,196,59.290000000000006,624100.0
1,2008-09-02 00:00:00,94,65,80.0,12.0,61,68.0,0.0,15.0,1900-01-01 05:18:00,1900-01-01 18:26:00,0.0,29.31,30.02,3.2,21,4.4,2008,9,2,788.0,4225,8836,6400.0,144.0,4624.0,0.0,225.0,0.0,10.240000000000002,441,19.360000000000003,620944.0
1,2008-09-03 00:00:00,77,66,72.0,4.0,60,64.0,0.0,7.0,1900-01-01 05:19:00,1900-01-01 18:24:00,0.02,29.31,30.02,9.8,1,10.4,2008,9,3,785.0,4356,5929,5184.0,16.0,4096.0,0.0,49.0,0.0004,96.04000000000002,1,108.16000000000001,616225.0
1,2008-09-04 00:00:00,67,61,64.0,-4.0,61,62.0,1.0,0.0,1900-01-01 05:20:00,1900-01-01 18:22:00,2.9,29.08,29.82,11.6,3,12.4,2008,9,4,782.0,3721,4489,4096.0,16.0,3844.0,1.0,0.0,8.41,134.56,9,153.76000000000002,611524.0
1,2008-09-05 00:00:00,70,57,64.0,-3.0,56,59.0,1.0,0.0,1900-01-01 05:21:00,1900-01-01 18:21:00,0.0,29.22,29.93,5.9,34,6.9,2008,9,5,780.0,3249,4900,4096.0,9.0,3481.0,1.0,0.0,0.0,34.81,1156,47.61000000000001,608400.0
1,2008-09-06 00:00:00,74,53,64.0,-3.0,54,58.0,1.0,0.0,1900-01-01 05:22:00,1900-01-01 18:19:00,0.01,29.28,29.98,4.9,27,5.3,2008,9,6,777.0,2809,5476,4096.0,9.0,3364.0,1.0,0.0,0.0001,24.010000000000005,729,28.09,603729.0
1,2008-09-07 00:00:00,74,55,65.0,-2.0,51,57.0,0.0,0.0,1900-01-01 05:23:00,1900-01-01 18:17:00,0.0,29.35,30.06,6.4,26,6.6,2008,9,7,774.0,3025,5476,4225.0,4.0,3249.0,0.0,0.0,0.0,40.96000000000001,676,43.559999999999995,599076.0
1,2008-09-08 00:00:00,67,52,60.0,-6.0,52,55.0,5.0,0.0,1900-01-01 05:24:00,1900-01-01 18:15:00,1.23,29.41,30.11,4.6,34,6.2,2008,9,8,771.0,2704,4489,3600.0,36.0,3025.0,25.0,0.0,1.5129,21.159999999999997,1156,38.440000000000005,594441.0
1,2008-09-09 00:00:00,69,49,59.0,-7.0,45,52.0,6.0,0.0,1900-01-01 05:25:00,1900-01-01 18:14:00,0.0,29.45,30.17,3.9,36,6.4,2008,9,9,769.0,2401,4761,3481.0,49.0,2704.0,36.0,0.0,0.0,15.209999999999999,1296,40.96000000000001,591361.0
1,2008-09-10 00:00:00,72,48,60.0,-6.0,48,54.0,5.0,0.0,1900-01-01 05:26:00,1900-01-01 18:12:00,0.0,29.47,30.21,4.3,14,5.1,2008,9,10,766.0,2304,5184,3600.0,36.0,2916.0,25.0,0.0,0.0,18.49,196,26.009999999999998,586756.0
1,2008-09-11 00:00:00,79,55,67.0,2.0,57,61.0,0.0,2.0,1900-01-01 05:27:00,1900-01-01 18:10:00,0.0,29.33,30.08,8.9,18,9.8,2008,9,11,763.0,3025,6241,4489.0,4.0,3721.0,0.0,4.0,0.0,79.21000000000001,324,96.04000000000002,582169.0
1,2008-09-12 00:00:00,73,69,71.0,6.0,67,68.0,0.0,6.0,1900-01-01 05:28:00,1900-01-01 18:09:00,0.37,29.22,29.96,6.0,22,6.8,2008,9,12,761.0,4761,5329,5041.0,36.0,4624.0,0.0,36.0,0.1369,36.0,484,46.239999999999995,579121.0
1,2008-09-13 00:00:00,75,68,72.0,7.0,69,70.0,0.0,7.0,1900-01-01 05:29:00,1900-01-01 18:07:00,6.64,28.97,29.71,6.4,21,9.1,2008,9,13,758.0,4624,5625,5184.0,49.0,4900.0,0.0,49.0,44.0896,40.96000000000001,441,82.80999999999999,574564.0
1,2008-09-14 00:00:00,72,58,65.0,1.0,61,62.0,0.0,0.0,1900-01-01 05:30:00,1900-01-01 18:05:00,1.44,28.97,29.67,7.7,31,10.1,2008,9,14,755.0,3364,5184,4225.0,1.0,3844.0,0.0,0.0,2.0736,59.290000000000006,961,102.00999999999999,570025.0
1,2008-09-15 00:00:00,63,53,58.0,-6.0,51,55.0,7.0,0.0,1900-01-01 05:31:00,1900-01-01 18:03:00,0.0,29.41,30.1,5.7,34,6.1,2008,9,15,752.0,2809,3969,3364.0,36.0,3025.0,49.0,0.0,0.0,32.49,1156,37.209999999999994,565504.0
1,2008-09-16 00:00:00,71,49,60.0,-4.0,50,55.0,5.0,0.0,1900-01-01 05:32:00,1900-01-01 18:00:00,0.0,29.47,30.19,5.3,23,5.8,2008,9,16,748.0,2401,5041,3600.0,16.0,3025.0,25.0,0.0,0.0,28.09,529,33.64,559504.0
1,2008-09-17 00:00:00,82,57,70.0,6.0,56,60.0,0.0,5.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.46,30.18,2.1,29,7.0,2008,9,17,745.0,3249,6724,4900.0,36.0,3600.0,0.0,25.0,0.0,4.41,841,49.0,555025.0
1,2008-09-18 00:00:00,74,56,65.0,1.0,55,60.0,0.0,0.0,1900-01-01 05:35:00,1900-01-01 17:56:00,0.0,29.56,30.28,6.1,9,7.2,2008,9,18,741.0,3136,5476,4225.0,1.0,3600.0,0.0,0.0,0.0,37.209999999999994,81,51.84,549081.0
1,2008-09-19 00:00:00,77,54,66.0,3.0,54,59.0,0.0,1.0,1900-01-01 05:36:00,1900-01-01 17:55:00,0.0,29.47,30.2,5.8,19,6.0,2008,9,19,739.0,2916,5929,4356.0,9.0,3481.0,0.0,1.0,0.0,33.64,361,36.0,546121.0
1,2008-09-20 00:00:00,82,56,69.0,7.0,57,61.0,0.0,4.0,1900-01-01 05:37:00,1900-01-01 17:53:00,0.0,29.46,30.17,1.7,16,2.9,2008,9,20,736.0,3136,6724,4761.0,49.0,3721.0,0.0,16.0,0.0,2.8899999999999997,256,8.41,541696.0
1,2008-09-21 00:00:00,80,58,69.0,7.0,61,64.0,0.0,4.0,1900-01-01 05:38:00,1900-01-01 17:51:00,0.0,29.55,30.26,3.8,5,4.2,2008,9,21,733.0,3364,6400,4761.0,49.0,4096.0,0.0,16.0,0.0,14.44,25,17.64,537289.0
1,2008-09-22 00:00:00,81,61,71.0,9.0,59,64.0,0.0,6.0,1900-01-01 05:39:00,1900-01-01 17:49:00,0.0,29.59,30.31,6.9,11,8.0,2008,9,22,730.0,3721,6561,5041.0,81.0,4096.0,0.0,36.0,0.0,47.61000000000001,121,64.0,532900.0
1,2008-09-23 00:00:00,82,59,71.0,10.0,57,62.0,0.0,6.0,1900-01-01 05:40:00,1900-01-01 17:48:00,0.0,29.56,30.29,7.0,15,7.7,2008,9,23,728.0,3481,6724,5041.0,100.0,3844.0,0.0,36.0,0.0,49.0,225,59.290000000000006,529984.0
1,2008-09-24 00:00:00,82,57,70.0,9.0,59,63.0,0.0,5.0,1900-01-01 05:41:00,1900-01-01 17:46:00,0.2,29.54,30.27,2.6,23,4.6,2008,9,24,725.0,3249,6724,4900.0,81.0,3969.0,0.0,25.0,0.04000000000000001,6.760000000000001,529,21.159999999999997,525625.0
1,2008-09-25 00:00:00,77,63,70.0,9.0,61,64.0,0.0,5.0,1900-01-01 05:42:00,1900-01-01 17:44:00,0.0,29.54,30.27,6.9,4,7.5,2008,9,25,722.0,3969,5929,4900.0,81.0,4096.0,0.0,25.0,0.0,47.61000000000001,16,56.25,521284.0
1,2008-09-26 00:00:00,79,59,69.0,9.0,55,60.0,0.0,4.0,1900-01-01 05:43:00,1900-01-01 17:42:00,0.0,29.42,30.16,3.0,6,4.3,2008,9,26,719.0,3481,6241,4761.0,81.0,3600.0,0.0,16.0,0.0,9.0,36,18.49,516961.0
1,2008-09-27 00:00:00,81,53,67.0,7.0,54,60.0,0.0,2.0,1900-01-01 05:44:00,1900-01-01 17:41:00,0.0,29.33,30.06,1.0,3,2.7,2008,9,27,717.0,2809,6561,4489.0,49.0,3600.0,0.0,4.0,0.0,1.0,9,7.290000000000001,514089.0
1,2008-09-28 00:00:00,68,57,63.0,4.0,57,60.0,2.0,0.0,1900-01-01 05:45:00,1900-01-01 17:39:00,0.0,29.41,30.13,7.2,4,7.8,2008,9,28,714.0,3249,4624,3969.0,16.0,3600.0,4.0,0.0,0.0,51.84,16,60.839999999999996,509796.0
1,2008-09-29 00:00:00,64,54,59.0,0.0,55,57.0,6.0,0.0,1900-01-01 05:46:00,1900-01-01 17:37:00,0.82,29.26,30.0,3.5,33,4.8,2008,9,29,711.0,2916,4096,3481.0,0.0,3249.0,36.0,0.0,0.6723999999999999,12.25,1089,23.04,505521.0
1,2008-09-30 00:00:00,59,48,54.0,-5.0,44,49.0,11.0,0.0,1900-01-01 05:47:00,1900-01-01 17:35:00,0.0,29.21,29.95,11.4,31,11.5,2008,9,30,708.0,2304,3481,2916.0,25.0,2401.0,121.0,0.0,0.0,129.96,961,132.25,501264.0
1,2008-10-01 00:00:00,61,46,54.0,-4.0,40,47.0,11.0,0.0,1900-01-01 05:48:00,1900-01-01 17:34:00,0.0,29.24,29.97,11.2,33,11.1,2008,10,1,706.0,2116,3721,2916.0,16.0,2209.0,121.0,0.0,0.0,125.43999999999998,1089,123.21,498436.0
1,2008-10-02 00:00:00,61,42,52.0,-6.0,40,47.0,13.0,0.0,1900-01-01 05:49:00,1900-01-01 17:32:00,0.0,29.18,29.91,8.7,28,9.2,2008,10,2,703.0,1764,3721,2704.0,36.0,2209.0,169.0,0.0,0.0,75.68999999999998,784,84.63999999999999,494209.0
1,2008-10-03 00:00:00,60,44,52.0,-5.0,42,47.0,13.0,0.0,1900-01-01 05:50:00,1900-01-01 17:30:00,0.01,29.34,30.05,6.5,3,7.7,2008,10,3,700.0,1936,3600,2704.0,25.0,2209.0,169.0,0.0,0.0001,42.25,9,59.290000000000006,490000.0
1,2008-10-04 00:00:00,61,38,50.0,-7.0,38,45.0,15.0,0.0,1900-01-01 05:52:00,1900-01-01 17:29:00,0.0,29.51,30.23,3.2,11,4.4,2008,10,4,697.0,1444,3721,2500.0,49.0,2025.0,225.0,0.0,0.0,10.240000000000002,121,19.360000000000003,485809.0
1,2008-10-05 00:00:00,61,41,51.0,-6.0,43,48.0,14.0,0.0,1900-01-01 05:53:00,1900-01-01 17:27:00,0.06,29.51,30.25,5.6,11,6.6,2008,10,5,694.0,1681,3721,2601.0,36.0,2304.0,196.0,0.0,0.0036,31.359999999999996,121,43.559999999999995,481636.0
1,2008-10-06 00:00:00,69,54,62.0,6.0,47,54.0,3.0,0.0,1900-01-01 05:54:00,1900-01-01 17:25:00,0.0,29.49,30.23,10.5,11,10.7,2008,10,6,691.0,2916,4761,3844.0,36.0,2916.0,9.0,0.0,0.0,110.25,121,114.48999999999998,477481.0
1,2008-10-07 00:00:00,63,56,60.0,4.0,52,56.0,5.0,0.0,1900-01-01 05:55:00,1900-01-01 17:24:00,0.8,29.24,30.01,10.3,13,11.3,2008,10,7,689.0,3136,3969,3600.0,16.0,3136.0,25.0,0.0,0.6400000000000001,106.09000000000002,169,127.69000000000001,474721.0
1,2008-10-08 00:00:00,64,50,57.0,1.0,51,54.0,8.0,0.0,1900-01-01 05:56:00,1900-01-01 17:22:00,0.19,29.13,29.85,7.5,26,8.1,2008,10,8,686.0,2500,4096,3249.0,1.0,2916.0,64.0,0.0,0.0361,56.25,676,65.61,470596.0
1,2008-10-09 00:00:00,69,47,58.0,3.0,38,49.0,7.0,0.0,1900-01-01 05:57:00,1900-01-01 17:20:00,0.0,29.36,30.05,5.5,29,5.8,2008,10,9,683.0,2209,4761,3364.0,9.0,2401.0,49.0,0.0,0.0,30.25,841,33.64,466489.0
1,2008-10-10 00:00:00,72,42,57.0,2.0,42,50.0,8.0,0.0,1900-01-01 05:58:00,1900-01-01 17:19:00,0.0,29.47,30.18,4.8,11,6.7,2008,10,10,681.0,1764,5184,3249.0,4.0,2500.0,64.0,0.0,0.0,23.04,121,44.89,463761.0
1,2008-10-11 00:00:00,79,51,65.0,11.0,50,57.0,0.0,0.0,1900-01-01 05:59:00,1900-01-01 17:17:00,0.0,29.52,30.24,4.2,14,5.0,2008,10,11,678.0,2601,6241,4225.0,121.0,3249.0,0.0,0.0,0.0,17.64,196,25.0,459684.0
1,2008-10-12 00:00:00,84,57,71.0,17.0,56,61.0,0.0,6.0,1900-01-01 06:00:00,1900-01-01 17:15:00,0.0,29.55,30.27,4.3,15,5.1,2008,10,12,675.0,3249,7056,5041.0,289.0,3721.0,0.0,36.0,0.0,18.49,225,26.009999999999998,455625.0
1,2008-10-13 00:00:00,77,61,69.0,16.0,58,63.0,0.0,4.0,1900-01-01 06:02:00,1900-01-01 17:14:00,0.0,29.47,30.21,7.7,20,8.1,2008,10,13,672.0,3721,5929,4761.0,256.0,3969.0,0.0,16.0,0.0,59.290000000000006,400,65.61,451584.0
1,2008-10-14 00:00:00,69,53,61.0,8.0,43,51.0,4.0,0.0,1900-01-01 06:03:00,1900-01-01 17:12:00,0.0,29.49,30.22,2.0,30,6.8,2008,10,14,669.0,2809,4761,3721.0,64.0,2601.0,16.0,0.0,0.0,4.0,900,46.239999999999995,447561.0
1,2008-10-15 00:00:00,63,47,55.0,2.0,50,53.0,10.0,0.0,1900-01-01 06:04:00,1900-01-01 17:11:00,0.3,29.34,30.06,4.2,32,6.3,2008,10,15,667.0,2209,3969,3025.0,4.0,2809.0,100.0,0.0,0.09,17.64,1024,39.69,444889.0
1,2008-10-16 00:00:00,59,43,51.0,-1.0,38,44.0,14.0,0.0,1900-01-01 06:05:00,1900-01-01 17:09:00,0.0,29.52,30.25,6.1,35,7.5,2008,10,16,664.0,1849,3481,2601.0,1.0,1936.0,196.0,0.0,0.0,37.209999999999994,1225,56.25,440896.0
1,2008-10-17 00:00:00,57,43,50.0,-2.0,39,44.0,15.0,0.0,1900-01-01 06:06:00,1900-01-01 17:07:00,0.0,29.53,30.26,6.2,36,7.2,2008,10,17,661.0,1849,3249,2500.0,4.0,1936.0,225.0,0.0,0.0,38.440000000000005,1296,51.84,436921.0
1,2008-10-18 00:00:00,60,43,52.0,1.0,40,45.0,13.0,0.0,1900-01-01 06:07:00,1900-01-01 17:06:00,0.05,29.58,30.32,2.1,7,6.1,2008,10,18,659.0,1849,3600,2704.0,1.0,2025.0,169.0,0.0,0.0025000000000000005,4.41,49,37.209999999999994,434281.0
1,2008-10-19 00:00:00,62,40,51.0,0.0,37,45.0,14.0,0.0,1900-01-01 06:08:00,1900-01-01 17:04:00,0.0,29.49,30.24,12.0,19,12.4,2008,10,19,656.0,1600,3844,2601.0,0.0,2025.0,196.0,0.0,0.0,144.0,361,153.76000000000002,430336.0
1,2008-10-20 00:00:00,55,43,49.0,-1.0,42,46.0,16.0,0.0,1900-01-01 06:10:00,1900-01-01 17:03:00,0.18,29.48,30.21,4.0,31,7.6,2008,10,20,653.0,1849,3025,2401.0,1.0,2116.0,256.0,0.0,0.0324,16.0,961,57.76,426409.0
1,2008-10-21 00:00:00,55,38,47.0,-3.0,35,42.0,18.0,0.0,1900-01-01 06:11:00,1900-01-01 17:01:00,0.0,29.64,30.37,7.1,2,8.7,2008,10,21,650.0,1444,3025,2209.0,9.0,1764.0,324.0,0.0,0.0,50.41,4,75.68999999999998,422500.0
1,2008-10-22 00:00:00,52,35,44.0,-6.0,30,40.0,21.0,0.0,1900-01-01 06:12:00,1900-01-01 17:00:00,0.0,29.65,30.39,12.1,12,13.1,2008,10,22,648.0,1225,2704,1936.0,36.0,1600.0,441.0,0.0,0.0,146.41,144,171.60999999999999,419904.0
1,2008-10-23 00:00:00,58,41,50.0,1.0,36,44.0,15.0,0.0,1900-01-01 06:13:00,1900-01-01 16:58:00,0.16,29.5,30.27,11.5,12,11.8,2008,10,23,645.0,1681,3364,2500.0,1.0,1936.0,225.0,0.0,0.0256,132.25,144,139.24,416025.0
1,2008-10-24 00:00:00,54,44,49.0,0.0,44,47.0,16.0,0.0,1900-01-01 06:14:00,1900-01-01 16:57:00,0.32,29.18,29.96,5.3,19,6.1,2008,10,24,643.0,1936,2916,2401.0,0.0,2209.0,256.0,0.0,0.1024,28.09,361,37.209999999999994,413449.0
1,2008-10-25 00:00:00,53,43,48.0,0.0,40,44.0,17.0,0.0,1900-01-01 06:16:00,1900-01-01 16:56:00,0.0,29.02,29.77,11.9,22,12.3,2008,10,25,640.0,1849,2809,2304.0,0.0,1936.0,289.0,0.0,0.0,141.61,484,151.29000000000002,409600.0
1,2008-10-26 00:00:00,56,37,47.0,-1.0,32,41.0,18.0,0.0,1900-01-01 06:17:00,1900-01-01 16:54:00,0.0,29.1,29.8,17.2,27,17.8,2008,10,26,637.0,1369,3136,2209.0,1.0,1681.0,324.0,0.0,0.0,295.84,729,316.84000000000003,405769.0
1,2008-10-27 00:00:00,47,33,40.0,-8.0,27,35.0,25.0,0.0,1900-01-01 06:18:00,1900-01-01 16:53:00,0.0,29.51,30.2,13.7,31,14.4,2008,10,27,635.0,1089,2209,1600.0,64.0,1225.0,625.0,0.0,0.0,187.68999999999997,961,207.36,403225.0
1,2008-10-28 00:00:00,45,31,38.0,-9.0,23,33.0,27.0,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,0.0,29.54,30.29,10.5,30,10.9,2008,10,28,632.0,961,2025,1444.0,81.0,1089.0,729.0,0.0,0.0,110.25,900,118.81,399424.0
1,2008-10-29 00:00:00,51,32,42.0,-5.0,24,34.0,23.0,0.0,1900-01-01 06:20:00,1900-01-01 16:50:00,0.0,29.47,30.21,3.7,32,6.2,2008,10,29,630.0,1024,2601,1764.0,25.0,1156.0,529.0,0.0,0.0,13.690000000000001,1024,38.440000000000005,396900.0
1,2008-10-30 00:00:00,62,31,47.0,1.0,32,41.0,18.0,0.0,1900-01-01 06:22:00,1900-01-01 16:49:00,0.0,29.57,30.31,10.5,19,10.4,2008,10,30,627.0,961,3844,2209.0,1.0,1681.0,324.0,0.0,0.0,110.25,361,108.16000000000001,393129.0
1,2008-10-31 00:00:00,70,48,59.0,13.0,46,51.0,6.0,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,0.0,29.57,30.3,5.7,22,7.4,2008,10,31,624.0,2304,4900,3481.0,169.0,2601.0,36.0,0.0,0.0,32.49,484,54.760000000000005,389376.0
1,2009-05-01 00:00:00,60,46,53.0,0.0,40,47.0,12.0,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,0.02,29.26,29.98,8.4,29,8.5,2009,5,1,841.0,2116,3600,2809.0,0.0,2209.0,144.0,0.0,0.0004,70.56,841,72.25,707281.0
1,2009-05-02 00:00:00,66,44,55.0,1.0,33,45.0,10.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,0.0,29.21,29.94,8.8,26,9.2,2009,5,2,843.0,1936,4356,3025.0,1.0,2025.0,100.0,0.0,0.0,77.44000000000001,676,84.63999999999999,710649.0
1,2009-05-03 00:00:00,70,43,57.0,3.0,34,47.0,8.0,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,0.0,29.19,29.92,3.9,26,4.9,2009,5,3,845.0,1849,4900,3249.0,9.0,2209.0,64.0,0.0,0.0,15.209999999999999,676,24.010000000000005,714025.0
1,2009-05-04 00:00:00,70,43,57.0,3.0,34,47.0,8.0,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,0.0,29.31,30.02,6.5,9,7.6,2009,5,4,848.0,1849,4900,3249.0,9.0,2209.0,64.0,0.0,0.0,42.25,81,57.76,719104.0
1,2009-05-05 00:00:00,71,49,60.0,5.0,40,50.0,5.0,0.0,1900-01-01 04:43:00,1900-01-01 18:53:00,0.0,29.22,29.95,5.5,13,6.0,2009,5,5,850.0,2401,5041,3600.0,25.0,2500.0,25.0,0.0,0.0,30.25,169,36.0,722500.0
1,2009-05-06 00:00:00,75,51,63.0,8.0,51,55.0,2.0,0.0,1900-01-01 04:42:00,1900-01-01 18:55:00,0.67,29.05,29.79,6.5,19,8.1,2009,5,6,853.0,2601,5625,3969.0,64.0,3025.0,4.0,0.0,0.4489000000000001,42.25,361,65.61,727609.0
1,2009-05-07 00:00:00,77,56,67.0,12.0,52,57.0,0.0,2.0,1900-01-01 04:41:00,1900-01-01 18:56:00,0.19,29.01,29.73,8.5,25,10.3,2009,5,7,855.0,3136,5929,4489.0,144.0,3249.0,0.0,4.0,0.0361,72.25,625,106.09000000000002,731025.0
1,2009-05-08 00:00:00,77,53,65.0,9.0,53,58.0,0.0,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,0.02,28.94,29.68,4.9,21,6.0,2009,5,8,858.0,2809,5929,4225.0,81.0,3364.0,0.0,0.0,0.0004,24.010000000000005,441,36.0,736164.0
1,2009-05-09 00:00:00,63,46,55.0,-1.0,44,48.0,10.0,0.0,1900-01-01 04:38:00,1900-01-01 18:58:00,0.0,29.19,29.87,6.8,29,11.8,2009,5,9,860.0,2116,3969,3025.0,1.0,2304.0,100.0,0.0,0.0,46.239999999999995,841,139.24,739600.0
1,2009-05-10 00:00:00,67,40,54.0,-2.0,39,46.0,11.0,0.0,1900-01-01 04:37:00,1900-01-01 18:59:00,0.0,29.41,30.11,4.7,30,8.4,2009,5,10,862.0,1600,4489,2916.0,4.0,2116.0,121.0,0.0,0.0,22.090000000000003,900,70.56,743044.0
1,2009-05-11 00:00:00,61,39,50.0,-7.0,35,44.0,15.0,0.0,1900-01-01 04:36:00,1900-01-01 19:00:00,0.0,29.47,30.2,0.7,8,4.6,2009,5,11,864.0,1521,3721,2500.0,49.0,1936.0,225.0,0.0,0.0,0.48999999999999994,64,21.159999999999997,746496.0
1,2009-05-12 00:00:00,71,39,55.0,-2.0,34,47.0,10.0,0.0,1900-01-01 04:35:00,1900-01-01 19:01:00,0.0,29.38,30.13,9.5,16,9.6,2009,5,12,866.0,1521,5041,3025.0,4.0,2209.0,100.0,0.0,0.0,90.25,256,92.16,749956.0
1,2009-05-13 00:00:00,70,53,62.0,4.0,56,58.0,3.0,0.0,1900-01-01 04:34:00,1900-01-01 19:02:00,0.55,29.01,29.76,14.4,19,16.4,2009,5,13,868.0,2809,4900,3844.0,16.0,3364.0,9.0,0.0,0.30250000000000005,207.36,361,268.96,753424.0
1,2009-05-14 00:00:00,68,53,61.0,3.0,44,52.0,4.0,0.0,1900-01-01 04:33:00,1900-01-01 19:03:00,0.0,29.31,30.0,10.5,27,10.7,2009,5,14,870.0,2809,4624,3721.0,9.0,2704.0,16.0,0.0,0.0,110.25,729,114.48999999999998,756900.0
1,2009-05-15 00:00:00,61,52,57.0,-1.0,51,54.0,8.0,0.0,1900-01-01 04:32:00,1900-01-01 19:04:00,0.39,29.28,30.0,6.0,16,8.8,2009,5,15,872.0,2704,3721,3249.0,1.0,2916.0,64.0,0.0,0.1521,36.0,256,77.44000000000001,760384.0
1,2009-05-16 00:00:00,62,45,54.0,-5.0,40,49.0,11.0,0.0,1900-01-01 04:31:00,1900-01-01 19:05:00,0.0,29.36,30.05,11.0,29,12.5,2009,5,16,874.0,2025,3844,2916.0,25.0,2401.0,121.0,0.0,0.0,121.0,841,156.25,763876.0
1,2009-05-17 00:00:00,63,39,51.0,-8.0,27,42.0,14.0,0.0,1900-01-01 04:30:00,1900-01-01 19:06:00,0.0,29.6,30.32,0.2,33,6.2,2009,5,17,876.0,1521,3969,2601.0,64.0,1764.0,196.0,0.0,0.0,0.04000000000000001,1089,38.440000000000005,767376.0
1,2009-05-18 00:00:00,66,40,53.0,-7.0,33,45.0,12.0,0.0,1900-01-01 04:29:00,1900-01-01 19:07:00,0.0,29.54,30.29,9.6,19,9.9,2009,5,18,878.0,1600,4356,2809.0,49.0,2025.0,144.0,0.0,0.0,92.16,361,98.01,770884.0
1,2009-05-19 00:00:00,80,52,66.0,6.0,44,55.0,0.0,1.0,1900-01-01 04:28:00,1900-01-01 19:08:00,0.0,29.48,30.21,13.5,21,13.8,2009,5,19,880.0,2704,6400,4356.0,36.0,3025.0,0.0,1.0,0.0,182.25,441,190.44000000000003,774400.0
1,2009-05-20 00:00:00,84,61,73.0,12.0,44,57.0,0.0,8.0,1900-01-01 04:27:00,1900-01-01 19:09:00,0.0,29.4,30.13,14.4,20,14.6,2009,5,20,882.0,3721,7056,5329.0,144.0,3249.0,0.0,64.0,0.0,207.36,400,213.16,777924.0
1,2009-05-21 00:00:00,84,60,72.0,11.0,49,59.0,0.0,7.0,1900-01-01 04:26:00,1900-01-01 19:10:00,0.0,29.38,30.09,7.8,23,12.8,2009,5,21,884.0,3600,7056,5184.0,121.0,3481.0,0.0,49.0,0.0,60.839999999999996,529,163.84000000000003,781456.0
1,2009-05-22 00:00:00,69,53,61.0,0.0,46,53.0,4.0,0.0,1900-01-01 04:25:00,1900-01-01 19:11:00,0.0,29.46,30.18,10.4,4,10.7,2009,5,22,886.0,2809,4761,3721.0,0.0,2809.0,16.0,0.0,0.0,108.16000000000001,16,114.48999999999998,784996.0
1,2009-05-23 00:00:00,80,50,65.0,4.0,50,57.0,0.0,0.0,1900-01-01 04:25:00,1900-01-01 19:12:00,0.0,29.33,30.06,4.5,7,5.7,2009,5,23,887.0,2500,6400,4225.0,16.0,3249.0,0.0,0.0,0.0,20.25,49,32.49,786769.0
1,2009-05-24 00:00:00,71,55,63.0,1.0,46,53.0,2.0,0.0,1900-01-01 04:24:00,1900-01-01 19:13:00,0.0,29.34,30.07,10.4,4,11.0,2009,5,24,889.0,3025,5041,3969.0,1.0,2809.0,4.0,0.0,0.0,108.16000000000001,16,121.0,790321.0
