station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,daylightminssq
2,2007-10-17 00:00:00,74,50,62.0,8.0,53,57.0,3.0,0.0,1900-01-01 06:06:00,1900-01-01 17:07:00,0.11,29.13,29.83,8.6,14,9.1,2007,10,17,661.0,2500,5476,3844.0,64.0,3249.0,9.0,0.0,0.0121,73.96,196,82.80999999999999,436921.0
1,2007-10-18 00:00:00,78,59,69.0,18.0,56,61.0,0.0,4.0,1900-01-01 06:07:00,1900-01-01 17:06:00,0.3,28.59,29.34,17.2,19,18.9,2007,10,18,659.0,3481,6084,4761.0,324.0,3721.0,0.0,16.0,0.09,295.84,361,357.2099999999999,434281.0
2,2007-10-18 00:00:00,79,60,70.0,18.0,57,62.0,0.0,5.0,1900-01-01 06:07:00,1900-01-01 17:06:00,0.34,28.67,29.34,15.5,19,17.2,2007,10,18,659.0,3600,6241,4900.0,324.0,3844.0,0.0,25.0,0.11560000000000002,240.25,361,295.84,434281.0
1,2007-10-19 00:00:00,60,52,56.0,5.0,48,52.0,9.0,0.0,1900-01-01 06:08:00,1900-01-01 17:04:00,0.01,28.75,29.44,16.2,24,16.7,2007,10,19,656.0,2704,3600,3136.0,25.0,2704.0,81.0,0.0,0.0001,262.44,576,278.89,430336.0
2,2007-10-19 00:00:00,61,53,57.0,5.0,48,52.0,8.0,0.0,1900-01-01 06:08:00,1900-01-01 17:04:00,0.0,28.82,29.45,17.7,24,18.0,2007,10,19,656.0,2809,3721,3249.0,25.0,2704.0,64.0,0.0,0.0,313.28999999999996,576,324.0,430336.0
1,2007-10-20 00:00:00,73,47,60.0,10.0,43,52.0,5.0,0.0,1900-01-01 06:10:00,1900-01-01 17:03:00,0.0,29.02,29.71,10.9,21,12.0,2007,10,20,653.0,2209,5329,3600.0,100.0,2704.0,25.0,0.0,0.0,118.81,441,144.0,426409.0
2,2007-10-20 00:00:00,74,47,61.0,10.0,43,52.0,4.0,0.0,1900-01-01 06:10:00,1900-01-01 17:03:00,0.0,29.1,29.72,11.1,21,11.7,2007,10,20,653.0,2209,5476,3721.0,100.0,2704.0,16.0,0.0,0.0,123.21,441,136.89,426409.0
1,2007-10-21 00:00:00,80,60,70.0,20.0,47,57.0,0.0,5.0,1900-01-01 06:11:00,1900-01-01 17:01:00,0.0,29.08,29.78,18.0,20,18.2,2007,10,21,650.0,3600,6400,4900.0,400.0,3249.0,0.0,25.0,0.0,324.0,400,331.23999999999995,422500.0
2,2007-10-21 00:00:00,79,61,70.0,20.0,46,56.0,0.0,5.0,1900-01-01 06:11:00,1900-01-01 17:01:00,0.0,29.15,29.78,16.7,20,16.8,2007,10,21,650.0,3721,6241,4900.0,400.0,3136.0,0.0,25.0,0.0,278.89,400,282.24,422500.0
1,2007-10-22 00:00:00,67,46,57.0,7.0,47,50.0,8.0,0.0,1900-01-01 06:12:00,1900-01-01 17:00:00,0.16,29.26,29.97,5.2,36,9.2,2007,10,22,648.0,2116,4489,3249.0,49.0,2500.0,64.0,0.0,0.0256,27.040000000000003,1296,84.63999999999999,419904.0
2,2007-10-22 00:00:00,66,47,57.0,7.0,47,51.0,8.0,0.0,1900-01-01 06:12:00,1900-01-01 17:00:00,0.15,29.32,29.96,5.8,1,10.3,2007,10,22,648.0,2209,4356,3249.0,49.0,2601.0,64.0,0.0,0.0225,33.64,1,106.09000000000002,419904.0
1,2007-10-23 00:00:00,58,43,51.0,2.0,36,44.0,14.0,0.0,1900-01-01 06:13:00,1900-01-01 16:58:00,0.0,29.2,29.93,5.2,31,8.2,2007,10,23,645.0,1849,3364,2601.0,4.0,1936.0,196.0,0.0,0.0,27.040000000000003,961,67.24,416025.0
2,2007-10-23 00:00:00,53,46,50.0,2.0,39,45.0,15.0,0.0,1900-01-01 06:13:00,1900-01-01 16:58:00,0.03,29.26,29.93,4.0,31,7.9,2007,10,23,645.0,2116,2809,2500.0,4.0,2025.0,225.0,0.0,0.0009,16.0,961,62.410000000000004,416025.0
1,2007-10-24 00:00:00,55,43,49.0,0.0,35,42.0,16.0,0.0,1900-01-01 06:14:00,1900-01-01 16:57:00,0.0,29.46,30.16,13.3,2,14.5,2007,10,24,643.0,1849,3025,2401.0,0.0,1764.0,256.0,0.0,0.0,176.89000000000001,4,210.25,413449.0
2,2007-10-24 00:00:00,53,45,49.0,0.0,35,43.0,16.0,0.0,1900-01-01 06:14:00,1900-01-01 16:57:00,0.0,29.51,30.16,16.0,2,17.3,2007,10,24,643.0,2025,2809,2401.0,0.0,1849.0,256.0,0.0,0.0,256.0,4,299.29,413449.0
1,2007-10-25 00:00:00,55,45,50.0,2.0,39,46.0,15.0,0.0,1900-01-01 06:16:00,1900-01-01 16:56:00,0.0,29.47,30.2,13.9,6,14.1,2007,10,25,640.0,2025,3025,2500.0,4.0,2116.0,225.0,0.0,0.0,193.21,36,198.81,409600.0
2,2007-10-25 00:00:00,57,45,51.0,2.0,40,46.0,14.0,0.0,1900-01-01 06:16:00,1900-01-01 16:56:00,0.0,29.52,30.2,14.5,6,14.7,2007,10,25,640.0,2025,3249,2601.0,4.0,2116.0,196.0,0.0,0.0,210.25,36,216.08999999999997,409600.0
1,2007-10-26 00:00:00,65,53,59.0,11.0,48,52.0,6.0,0.0,1900-01-01 06:17:00,1900-01-01 16:54:00,0.33,29.31,30.07,6.2,5,6.9,2007,10,26,637.0,2809,4225,3481.0,121.0,2704.0,36.0,0.0,0.10890000000000001,38.440000000000005,25,47.61000000000001,405769.0
2,2007-10-26 00:00:00,66,53,60.0,11.0,49,52.0,5.0,0.0,1900-01-01 06:17:00,1900-01-01 16:54:00,0.41,29.38,30.06,4.2,6,7.2,2007,10,26,637.0,2809,4356,3600.0,121.0,2704.0,25.0,0.0,0.16809999999999997,17.64,36,51.84,405769.0
1,2007-10-27 00:00:00,55,37,46.0,-2.0,38,45.0,19.0,0.0,1900-01-01 06:18:00,1900-01-01 16:53:00,0.01,29.56,30.25,9.4,32,9.9,2007,10,27,635.0,1369,3025,2116.0,4.0,2025.0,361.0,0.0,0.0001,88.36000000000001,1024,98.01,403225.0
2,2007-10-27 00:00:00,57,39,48.0,-2.0,41,46.0,17.0,0.0,1900-01-01 06:18:00,1900-01-01 16:53:00,0.08,29.62,30.25,7.9,31,9.1,2007,10,27,635.0,1521,3249,2304.0,4.0,2116.0,289.0,0.0,0.0064,62.410000000000004,961,82.80999999999999,403225.0
1,2007-10-28 00:00:00,56,34,45.0,-2.0,30,39.0,20.0,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,0.0,29.79,30.52,3.4,23,4.2,2007,10,28,632.0,1156,3136,2025.0,4.0,1521.0,400.0,0.0,0.0,11.559999999999999,529,17.64,399424.0
2,2007-10-28 00:00:00,56,34,45.0,-2.0,30,39.0,20.0,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,0.0,29.86,30.53,3.5,23,4.1,2007,10,28,632.0,1156,3136,2025.0,4.0,1521.0,400.0,0.0,0.0,12.25,529,16.81,399424.0
1,2007-10-29 00:00:00,61,39,50.0,3.0,32,42.0,15.0,0.0,1900-01-01 06:20:00,1900-01-01 16:50:00,0.0,29.63,30.4,10.2,22,10.4,2007,10,29,630.0,1521,3721,2500.0,9.0,1764.0,225.0,0.0,0.0,104.03999999999999,484,108.16000000000001,396900.0
2,2007-10-29 00:00:00,60,39,50.0,3.0,32,42.0,15.0,0.0,1900-01-01 06:20:00,1900-01-01 16:50:00,0.0,29.7,30.41,9.1,22,9.3,2007,10,29,630.0,1521,3600,2500.0,9.0,1764.0,225.0,0.0,0.0,82.80999999999999,484,86.49000000000001,396900.0
1,2007-10-30 00:00:00,66,41,54.0,8.0,38,46.0,11.0,0.0,1900-01-01 06:22:00,1900-01-01 16:49:00,0.0,29.43,30.2,12.2,20,12.5,2007,10,30,627.0,1681,4356,2916.0,64.0,2116.0,121.0,0.0,0.0,148.83999999999997,400,156.25,393129.0
2,2007-10-30 00:00:00,66,42,54.0,8.0,37,46.0,11.0,0.0,1900-01-01 06:22:00,1900-01-01 16:49:00,0.0,29.51,30.22,10.8,20,10.9,2007,10,30,627.0,1764,4356,2916.0,64.0,2116.0,121.0,0.0,0.0,116.64000000000001,400,118.81,393129.0
1,2007-10-31 00:00:00,62,41,52.0,6.0,37,46.0,13.0,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,0.0,29.3,30.02,12.2,25,14.3,2007,10,31,624.0,1681,3844,2704.0,36.0,2116.0,169.0,0.0,0.0,148.83999999999997,625,204.49,389376.0
2,2007-10-31 00:00:00,63,43,53.0,6.0,38,46.0,12.0,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,0.0,29.36,30.03,12.2,25,15.0,2007,10,31,624.0,1849,3969,2809.0,36.0,2116.0,144.0,0.0,0.0,148.83999999999997,625,225.0,389376.0
1,2008-05-01 00:00:00,74,48,61.0,8.0,51,56.0,4.0,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,0.0,28.95,29.67,10.6,16,11.5,2008,5,1,841.0,2304,5476,3721.0,64.0,3136.0,16.0,0.0,0.0,112.36,256,132.25,707281.0
2,2008-05-01 00:00:00,73,48,61.0,8.0,51,57.0,4.0,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,0.0,29.01,29.67,9.8,17,10.4,2008,5,1,841.0,2304,5329,3721.0,64.0,3249.0,16.0,0.0,0.0,96.04000000000002,289,108.16000000000001,707281.0
1,2008-05-02 00:00:00,74,51,63.0,9.0,55,58.0,2.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,1.28,28.79,29.53,13.8,20,15.1,2008,5,2,843.0,2601,5476,3969.0,81.0,3364.0,4.0,0.0,1.6384,190.44000000000003,400,228.01,710649.0
2,2008-05-02 00:00:00,74,55,65.0,9.0,56,60.0,0.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,0.74,28.85,29.52,11.9,19,13.0,2008,5,2,843.0,3025,5476,4225.0,81.0,3600.0,0.0,0.0,0.5476,141.61,361,169.0,710649.0
1,2008-05-03 00:00:00,56,43,50.0,-4.0,41,46.0,15.0,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,0.0,29.01,29.69,10.4,25,12.7,2008,5,3,845.0,1849,3136,2500.0,16.0,2116.0,225.0,0.0,0.0,108.16000000000001,625,161.29,714025.0
2,2008-05-03 00:00:00,56,44,50.0,-4.0,42,46.0,15.0,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,0.01,29.08,29.69,11.2,25,12.7,2008,5,3,845.0,1936,3136,2500.0,16.0,2116.0,225.0,0.0,0.0001,125.43999999999998,625,161.29,714025.0
1,2008-05-04 00:00:00,65,38,52.0,-2.0,34,45.0,13.0,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,0.0,29.31,30.02,5.6,24,6.3,2008,5,4,848.0,1444,4225,2704.0,4.0,2025.0,169.0,0.0,0.0,31.359999999999996,576,39.69,719104.0
2,2008-05-04 00:00:00,66,39,53.0,-2.0,33,45.0,12.0,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,0.0,29.38,30.02,5.1,23,5.6,2008,5,4,848.0,1521,4356,2809.0,4.0,2025.0,144.0,0.0,0.0,26.009999999999998,529,31.359999999999996,719104.0
1,2008-05-05 00:00:00,75,50,63.0,8.0,38,50.0,2.0,0.0,1900-01-01 04:43:00,1900-01-01 18:53:00,0.0,29.27,29.99,4.4,26,7.0,2008,5,5,850.0,2500,5625,3969.0,64.0,2500.0,4.0,0.0,0.0,19.360000000000003,676,49.0,722500.0
2,2008-05-05 00:00:00,74,50,62.0,8.0,38,50.0,3.0,0.0,1900-01-01 04:43:00,1900-01-01 18:53:00,0.0,29.34,29.99,3.7,23,6.2,2008,5,5,850.0,2500,5476,3844.0,64.0,2500.0,9.0,0.0,0.0,13.690000000000001,529,38.440000000000005,722500.0
1,2008-05-06 00:00:00,81,46,64.0,9.0,44,55.0,1.0,0.0,1900-01-01 04:42:00,1900-01-01 18:55:00,0.0,29.16,29.88,6.3,22,7.1,2008,5,6,853.0,2116,6561,4096.0,81.0,3025.0,1.0,0.0,0.0,39.69,484,50.41,727609.0
2,2008-05-06 00:00:00,82,52,67.0,9.0,43,55.0,0.0,2.0,1900-01-01 04:42:00,1900-01-01 18:55:00,0.0,29.23,29.88,6.9,22,8.8,2008,5,6,853.0,2704,6724,4489.0,81.0,3025.0,0.0,4.0,0.0,47.61000000000001,484,77.44000000000001,727609.0
1,2008-05-07 00:00:00,70,49,60.0,5.0,52,56.0,5.0,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,0.76,28.97,29.69,3.5,23,12.3,2008,5,7,855.0,2401,4900,3600.0,25.0,3136.0,25.0,0.0,0.5776,12.25,529,151.29000000000002,731025.0
2,2008-05-07 00:00:00,71,50,61.0,5.0,53,56.0,4.0,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,0.71,29.03,29.69,1.9,22,11.1,2008,5,7,855.0,2500,5041,3721.0,25.0,3136.0,16.0,0.0,0.5041,3.61,484,123.21,731025.0
1,2008-05-08 00:00:00,59,45,52.0,-4.0,35,44.0,13.0,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,0.0,29.08,29.82,12.2,5,12.6,2008,5,8,858.0,2025,3481,2704.0,16.0,1936.0,169.0,0.0,0.0,148.83999999999997,25,158.76,736164.0
2,2008-05-08 00:00:00,59,47,53.0,-4.0,36,45.0,12.0,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,0.0,29.14,29.81,14.3,5,15.0,2008,5,8,858.0,2209,3481,2809.0,16.0,2025.0,144.0,0.0,0.0,204.49,25,225.0,736164.0
1,2008-05-09 00:00:00,58,41,50.0,-6.0,34,43.0,15.0,0.0,1900-01-01 04:38:00,1900-01-01 18:58:00,0.0,29.15,29.85,6.3,3,6.9,2008,5,9,860.0,1681,3364,2500.0,36.0,1849.0,225.0,0.0,0.0,39.69,9,47.61000000000001,739600.0
2,2008-05-09 00:00:00,58,42,50.0,-6.0,35,44.0,15.0,0.0,1900-01-01 04:38:00,1900-01-01 18:58:00,0.0,29.2,29.85,6.5,3,7.0,2008,5,9,860.0,1764,3364,2500.0,36.0,1936.0,225.0,0.0,0.0,42.25,9,49.0,739600.0
1,2008-05-10 00:00:00,61,38,50.0,-6.0,37,45.0,15.0,0.0,1900-01-01 04:37:00,1900-01-01 18:59:00,0.0,29.08,29.85,5.9,7,6.3,2008,5,10,862.0,1444,3721,2500.0,36.0,2025.0,225.0,0.0,0.0,34.81,49,39.69,743044.0
2,2008-05-10 00:00:00,61,41,51.0,-6.0,39,46.0,14.0,0.0,1900-01-01 04:37:00,1900-01-01 18:59:00,0.0,29.15,29.84,6.0,8,6.6,2008,5,10,862.0,1681,3721,2601.0,36.0,2116.0,196.0,0.0,0.0,36.0,64,43.559999999999995,743044.0
1,2008-05-11 00:00:00,58,46,52.0,-5.0,43,47.0,13.0,0.0,1900-01-01 04:36:00,1900-01-01 19:00:00,0.95,28.85,29.55,14.5,2,17.7,2008,5,11,864.0,2116,3364,2704.0,25.0,2209.0,169.0,0.0,0.9025,210.25,4,313.28999999999996,746496.0
2,2008-05-11 00:00:00,60,47,54.0,-5.0,44,48.0,11.0,0.0,1900-01-01 04:36:00,1900-01-01 19:00:00,1.46,28.89,29.53,14.3,2,17.8,2008,5,11,864.0,2209,3600,2916.0,25.0,2304.0,121.0,0.0,2.1315999999999997,204.49,4,316.84000000000003,746496.0
1,2008-05-12 00:00:00,56,40,48.0,-9.0,38,43.0,17.0,0.0,1900-01-01 04:35:00,1900-01-01 19:01:00,0.0,29.26,29.96,5.1,7,7.8,2008,5,12,866.0,1600,3136,2304.0,81.0,1849.0,289.0,0.0,0.0,26.009999999999998,49,60.839999999999996,749956.0
2,2008-05-12 00:00:00,53,41,47.0,-9.0,39,43.0,18.0,0.0,1900-01-01 04:35:00,1900-01-01 19:01:00,0.0,29.32,29.96,4.9,6,7.6,2008,5,12,866.0,1681,2809,2209.0,81.0,1849.0,324.0,0.0,0.0,24.010000000000005,36,57.76,749956.0
1,2008-05-13 00:00:00,73,40,57.0,-1.0,45,51.0,8.0,0.0,1900-01-01 04:34:00,1900-01-01 19:02:00,0.08,29.2,29.93,15.5,18,15.9,2008,5,13,868.0,1600,5329,3249.0,1.0,2601.0,64.0,0.0,0.0064,240.25,324,252.81,753424.0
2,2008-05-13 00:00:00,73,45,59.0,-1.0,45,52.0,6.0,0.0,1900-01-01 04:34:00,1900-01-01 19:02:00,0.32,29.28,29.95,13.7,18,14.4,2008,5,13,868.0,2025,5329,3481.0,1.0,2704.0,36.0,0.0,0.1024,187.68999999999997,324,207.36,753424.0
1,2008-05-14 00:00:00,64,45,55.0,-3.0,48,52.0,10.0,0.0,1900-01-01 04:33:00,1900-01-01 19:03:00,0.02,29.19,29.89,2.0,25,9.6,2008,5,14,870.0,2025,4096,3025.0,9.0,2704.0,100.0,0.0,0.0004,4.0,625,92.16,756900.0
2,2008-05-14 00:00:00,61,46,54.0,-3.0,49,52.0,11.0,0.0,1900-01-01 04:33:00,1900-01-01 19:03:00,0.02,29.25,29.89,2.5,21,8.9,2008,5,14,870.0,2116,3721,2916.0,9.0,2704.0,121.0,0.0,0.0004,6.25,441,79.21000000000001,756900.0
1,2008-05-15 00:00:00,57,43,50.0,-8.0,37,45.0,15.0,0.0,1900-01-01 04:32:00,1900-01-01 19:04:00,0.0,29.33,30.05,6.8,5,7.9,2008,5,15,872.0,1849,3249,2500.0,64.0,2025.0,225.0,0.0,0.0,46.239999999999995,25,62.410000000000004,760384.0
2,2008-05-15 00:00:00,57,43,50.0,-8.0,37,45.0,15.0,0.0,1900-01-01 04:32:00,1900-01-01 19:04:00,0.0,29.38,30.05,7.5,5,8.1,2008,5,15,872.0,1849,3249,2500.0,64.0,2025.0,225.0,0.0,0.0,56.25,25,65.61,760384.0
1,2008-05-16 00:00:00,73,40,57.0,-2.0,41,50.0,8.0,0.0,1900-01-01 04:31:00,1900-01-01 19:05:00,0.0,29.1,29.86,8.9,25,9.4,2008,5,16,874.0,1600,5329,3249.0,4.0,2500.0,64.0,0.0,0.0,79.21000000000001,625,88.36000000000001,763876.0
2,2008-05-16 00:00:00,72,41,57.0,-2.0,41,50.0,8.0,0.0,1900-01-01 04:31:00,1900-01-01 19:05:00,0.0,29.16,29.86,8.3,25,8.8,2008,5,16,874.0,1681,5184,3249.0,4.0,2500.0,64.0,0.0,0.0,68.89000000000001,625,77.44000000000001,763876.0
1,2008-05-17 00:00:00,73,52,63.0,4.0,41,52.0,2.0,0.0,1900-01-01 04:30:00,1900-01-01 19:06:00,0.12,28.87,29.61,12.9,30,14.7,2008,5,17,876.0,2704,5329,3969.0,16.0,2704.0,4.0,0.0,0.0144,166.41,900,216.08999999999997,767376.0
2,2008-05-17 00:00:00,73,50,62.0,4.0,41,52.0,3.0,0.0,1900-01-01 04:30:00,1900-01-01 19:06:00,0.26,28.94,29.61,11.2,29,14.1,2008,5,17,876.0,2500,5329,3844.0,16.0,2704.0,9.0,0.0,0.06760000000000001,125.43999999999998,841,198.81,767376.0
1,2008-05-18 00:00:00,55,44,50.0,-10.0,39,45.0,15.0,0.0,1900-01-01 04:29:00,1900-01-01 19:07:00,0.0,28.93,29.64,3.5,34,8.2,2008,5,18,878.0,1936,3025,2500.0,100.0,2025.0,225.0,0.0,0.0,12.25,1156,67.24,770884.0
2,2008-05-18 00:00:00,55,45,50.0,-10.0,40,46.0,15.0,0.0,1900-01-01 04:29:00,1900-01-01 19:07:00,0.0,28.98,29.63,1.6,35,7.9,2008,5,18,878.0,2025,3025,2500.0,100.0,2116.0,225.0,0.0,0.0,2.5600000000000005,1225,62.410000000000004,770884.0
1,2008-05-19 00:00:00,60,40,50.0,-10.0,33,43.0,15.0,0.0,1900-01-01 04:28:00,1900-01-01 19:08:00,0.0,28.96,29.69,3.9,7,5.7,2008,5,19,880.0,1600,3600,2500.0,100.0,1849.0,225.0,0.0,0.0,15.209999999999999,49,32.49,774400.0
2,2008-05-19 00:00:00,59,42,51.0,-10.0,34,44.0,14.0,0.0,1900-01-01 04:28:00,1900-01-01 19:08:00,0.0,29.02,29.69,4.4,7,6.2,2008,5,19,880.0,1764,3481,2601.0,100.0,1936.0,196.0,0.0,0.0,19.360000000000003,49,38.440000000000005,774400.0
1,2008-05-20 00:00:00,66,47,57.0,-4.0,37,47.0,8.0,0.0,1900-01-01 04:27:00,1900-01-01 19:09:00,0.0,28.94,29.66,7.3,31,9.2,2008,5,20,882.0,2209,4356,3249.0,16.0,2209.0,64.0,0.0,0.0,53.29,961,84.63999999999999,777924.0
2,2008-05-20 00:00:00,64,49,57.0,-4.0,37,47.0,8.0,0.0,1900-01-01 04:27:00,1900-01-01 19:09:00,0.0,29.0,29.66,6.9,30,7.7,2008,5,20,882.0,2401,4096,3249.0,16.0,2209.0,64.0,0.0,0.0,47.61000000000001,900,59.290000000000006,777924.0
1,2008-05-21 00:00:00,66,41,54.0,-7.0,36,46.0,11.0,0.0,1900-01-01 04:26:00,1900-01-01 19:10:00,0.0,29.0,29.7,7.2,32,9.2,2008,5,21,884.0,1681,4356,2916.0,49.0,2116.0,121.0,0.0,0.0,51.84,1024,84.63999999999999,781456.0
2,2008-05-21 00:00:00,65,45,55.0,-7.0,36,46.0,10.0,0.0,1900-01-01 04:26:00,1900-01-01 19:10:00,0.0,29.05,29.7,6.8,33,8.8,2008,5,21,884.0,2025,4225,3025.0,49.0,2116.0,100.0,0.0,0.0,46.239999999999995,1089,77.44000000000001,781456.0
1,2008-05-22 00:00:00,59,45,52.0,-9.0,38,45.0,13.0,0.0,1900-01-01 04:25:00,1900-01-01 19:11:00,0.0,29.24,29.94,8.8,5,9.8,2008,5,22,886.0,2025,3481,2704.0,81.0,2025.0,169.0,0.0,0.0,77.44000000000001,25,96.04000000000002,784996.0
2,2008-05-22 00:00:00,56,47,52.0,-9.0,38,45.0,13.0,0.0,1900-01-01 04:25:00,1900-01-01 19:11:00,0.0,29.29,29.93,10.5,5,11.2,2008,5,22,886.0,2209,3136,2704.0,81.0,2025.0,169.0,0.0,0.0,110.25,25,125.43999999999998,784996.0
1,2008-05-23 00:00:00,57,46,52.0,-9.0,39,45.0,13.0,0.0,1900-01-01 04:25:00,1900-01-01 19:12:00,0.0,29.41,30.12,10.7,3,10.9,2008,5,23,887.0,2116,3249,2704.0,81.0,2025.0,169.0,0.0,0.0,114.48999999999998,9,118.81,786769.0
2,2008-05-23 00:00:00,59,48,54.0,-9.0,40,46.0,11.0,0.0,1900-01-01 04:25:00,1900-01-01 19:12:00,0.0,29.47,30.11,10.4,3,10.7,2008,5,23,887.0,2304,3481,2916.0,81.0,2116.0,121.0,0.0,0.0,108.16000000000001,9,114.48999999999998,786769.0
1,2008-05-24 00:00:00,67,40,54.0,-8.0,40,48.0,11.0,0.0,1900-01-01 04:24:00,1900-01-01 19:13:00,0.0,29.44,30.18,7.4,7,8.4,2008,5,24,889.0,1600,4489,2916.0,64.0,2304.0,121.0,0.0,0.0,54.760000000000005,49,70.56,790321.0
2,2008-05-24 00:00:00,68,44,56.0,-8.0,38,48.0,9.0,0.0,1900-01-01 04:24:00,1900-01-01 19:13:00,0.0,29.51,30.17,6.9,7,7.4,2008,5,24,889.0,1936,4624,3136.0,64.0,2304.0,81.0,0.0,0.0,47.61000000000001,49,54.760000000000005,790321.0
1,2008-05-25 00:00:00,78,44,61.0,-1.0,50,57.0,4.0,0.0,1900-01-01 04:23:00,1900-01-01 19:14:00,0.0,29.18,29.93,10.3,18,11.9,2008,5,25,891.0,1936,6084,3721.0,1.0,3249.0,16.0,0.0,0.0,106.09000000000002,324,141.61,793881.0
2,2008-05-25 00:00:00,78,51,65.0,-1.0,48,57.0,0.0,0.0,1900-01-01 04:23:00,1900-01-01 19:14:00,0.0,29.26,29.93,11.1,17,12.4,2008,5,25,891.0,2601,6084,4225.0,1.0,3249.0,0.0,0.0,0.0,123.21,289,153.76000000000002,793881.0
1,2008-05-26 00:00:00,81,47,64.0,2.0,60,64.0,1.0,0.0,1900-01-01 04:22:00,1900-01-01 19:15:00,0.48,29.11,29.81,6.2,25,11.8,2008,5,26,893.0,2209,6561,4096.0,4.0,4096.0,1.0,0.0,0.2304,38.440000000000005,625,139.24,797449.0
2,2008-05-26 00:00:00,84,53,69.0,2.0,60,65.0,0.0,4.0,1900-01-01 04:22:00,1900-01-01 19:15:00,0.0,29.17,29.8,7.3,24,12.0,2008,5,26,893.0,2809,7056,4761.0,4.0,4225.0,0.0,16.0,0.0,53.29,576,144.0,797449.0
1,2008-05-27 00:00:00,50,42,46.0,-16.0,35,42.0,19.0,0.0,1900-01-01 04:22:00,1900-01-01 19:16:00,0.0,29.5,30.19,19.2,3,19.3,2008,5,27,894.0,1764,2500,2116.0,256.0,1764.0,361.0,0.0,0.0,368.64,9,372.49,799236.0
2,2008-05-27 00:00:00,53,45,49.0,-16.0,36,43.0,16.0,0.0,1900-01-01 04:22:00,1900-01-01 19:16:00,0.0,29.54,30.18,18.0,2,17.4,2008,5,27,894.0,2025,2809,2401.0,256.0,1849.0,256.0,0.0,0.0,324.0,4,302.75999999999993,799236.0
1,2008-05-28 00:00:00,62,43,53.0,-10.0,32,43.0,12.0,0.0,1900-01-01 04:21:00,1900-01-01 19:16:00,0.0,29.6,30.34,8.2,6,8.7,2008,5,28,895.0,1849,3844,2809.0,100.0,1849.0,144.0,0.0,0.0,67.24,36,75.68999999999998,801025.0
2,2008-05-28 00:00:00,61,45,53.0,-10.0,35,44.0,12.0,0.0,1900-01-01 04:21:00,1900-01-01 19:16:00,0.0,29.66,30.33,7.8,7,8.5,2008,5,28,895.0,2025,3721,2809.0,100.0,1936.0,144.0,0.0,0.0,60.839999999999996,49,72.25,801025.0
1,2008-05-29 00:00:00,67,42,55.0,-9.0,37,47.0,10.0,0.0,1900-01-01 04:21:00,1900-01-01 19:17:00,0.01,29.39,30.16,3.5,11,4.2,2008,5,29,896.0,1764,4489,3025.0,81.0,2209.0,100.0,0.0,0.0001,12.25,121,17.64,802816.0
2,2008-05-29 00:00:00,68,45,57.0,-9.0,38,48.0,8.0,0.0,1900-01-01 04:21:00,1900-01-01 19:17:00,0.08,29.46,30.17,2.2,10,3.8,2008,5,29,896.0,2025,4624,3249.0,81.0,2304.0,64.0,0.0,0.0064,4.840000000000001,100,14.44,802816.0
1,2008-05-30 00:00:00,77,55,66.0,2.0,59,62.0,0.0,1.0,1900-01-01 04:20:00,1900-01-01 19:18:00,0.4,29.03,29.79,8.4,21,10.4,2008,5,30,898.0,3025,5929,4356.0,4.0,3844.0,0.0,1.0,0.16000000000000003,70.56,441,108.16000000000001,806404.0
2,2008-05-30 00:00:00,77,58,68.0,2.0,60,63.0,0.0,3.0,1900-01-01 04:20:00,1900-01-01 19:18:00,0.3,29.09,29.79,9.4,20,10.7,2008,5,30,898.0,3364,5929,4624.0,4.0,3969.0,0.0,9.0,0.09,88.36000000000001,400,114.48999999999998,806404.0
1,2008-05-31 00:00:00,79,59,69.0,5.0,56,62.0,0.0,4.0,1900-01-01 04:20:00,1900-01-01 19:19:00,0.0,29.1,29.8,10.8,28,11.9,2008,5,31,899.0,3481,6241,4761.0,25.0,3844.0,0.0,16.0,0.0,116.64000000000001,784,141.61,808201.0
